FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_4f82,4601,ENTRADA RUA 03 DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (185628.37496756535 8269565.877496762)
Paradas de onibus.fid-70332a8e_1869e51a008_4f83,4642,LADO OPOSTO ENTRADA RUA 02 DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (185979.04140841897 8269288.536786135)
Paradas de onibus.fid-70332a8e_1869e51a008_4f85,3285,SQN 213 EIXO L NORTE,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (190481.93401815728 8256971.822078447)
Paradas de onibus.fid-70332a8e_1869e51a008_4f86,3448,SQN 412 L2 NORTE,ATIVA,ACOSTAMENTO OU BAIA,Tradicional,POINT (191195.70479527093 8256729.632295212)
Paradas de onibus.fid-70332a8e_1869e51a008_4f88,3444,SGAN 615 L2 NORTE,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190870.8127603947 8257840.751985981)
Paradas de onibus.fid-70332a8e_1869e51a008_4f89,3485,SQN 215 - PROXIMO AO PARQUE OLHOS D'AGUA L1 NORTE,ATIVA,SEM ESTRUTURA,Tipo C,POINT (190562.974698101 8257622.133851525)
Paradas de onibus.fid-70332a8e_1869e51a008_4f8b,3445,SGAN 616 L2 NORTE,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190768.8575633553 8258154.902378581)
Paradas de onibus.fid-70332a8e_1869e51a008_4f8c,3447,SQN 415 L2 NORTE,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (190839.14862763733 8257827.82893559)
Paradas de onibus.fid-70332a8e_1869e51a008_4f8e,3446,SQN 416 L2 NORTE,ATIVA,SEM ESTRUTURA,Fibra de Vidro,POINT (190724.6049773864 8258178.91170721)
Paradas de onibus.fid-70332a8e_1869e51a008_4f90,2384,EM FRENTE A CAMARA LEGISLATIVA DE ACESSO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (188916.85575976747 8258533.769814464)
Paradas de onibus.fid-70332a8e_1869e51a008_4f91,6289,Terminal de Ônibus Asa Norte - Em frente ao Atacadão Via de lig. W3/EPIA,ATIVA,SEM ESTRUTURA,Padrão,POINT (188527.5841133911 8258097.535925634)
Paradas de onibus.fid-70332a8e_1869e51a008_4f93,6436,SQNW 109 - K,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188239.52382693565 8257000.77805112)
Paradas de onibus.fid-70332a8e_1869e51a008_4f94,6643,Lado Oposto SQNW 109 / 110,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188256.0237378568 8257057.351621684)
Paradas de onibus.fid-70332a8e_1869e51a008_4f96,6435,Lado Oposto - CLNW 111/110 - Mercado do Pao,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188229.11998260548 8257354.313485342)
Paradas de onibus.fid-70332a8e_1869e51a008_4f98,6287,716 Norte - Corpo de Bombeiros / Concessionária SMAFF Via de Ligação W3 / EPIA,ATIVA,SEM ESTRUTURA,Padrão,POINT (188739.5290032365 8258122.98075948)
Paradas de onibus.fid-70332a8e_1869e51a008_4f99,1055,KM 06 LADO OPOSTO SEDE RURAL DOS ENGENHOS CHACARA 35A DF 240,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (164256.19114292006 8258524.256670247)
Paradas de onibus.fid-70332a8e_1869e51a008_4f9b,1131,KM 8 ANTES CASA MARIOPOLIS MARIA MAE DA LUZ DF 240,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (162754.60701320376 8258270.758948119)
Paradas de onibus.fid-70332a8e_1869e51a008_4f9c,1132,KM 6.5  LADO OPOSTO FRENTE TORRE DE TELEFONIA CELULAR DF 240,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (163369.3127804413 8258273.712645979)
Paradas de onibus.fid-70332a8e_1869e51a008_4f9e,1057,ANTES PLACA KM 8 APOS CASA MARIOPOLIS MARIA MAE DA LUZ DF 240,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (162744.96839283113 8258291.487642084)
Paradas de onibus.fid-70332a8e_1869e51a008_4f9f,1133,INCRA 07 (KM 6) SEDE RURAL DOS ENGENHOS CHACARA 35A DF 240,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (164290.62355287283 8258511.635773531)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa1,1056,KM 6.5 FRENTE TORRE DE TELEFONIA CELULAR DF 240,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (163384.65088550575 8258294.500639918)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa2,7866,AV INTERNA - QUADRA 805 - CONJUNTO 09 - LOTE 03/04 - IGREJA UNIVERSAL DO REINO DE DEUS,ATIVA,,Tipo C,POINT (172826.52956267557 8237565.071552968)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa3,7867,AV INTERNA - QUADRA 805 - CONJUNTO 09 - LOTE 03/04 - IGREJA UNIVERSAL DO REINO DE DEUS,ATIVA,,Tipo C,POINT (172826.52956267557 8237565.071552968)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa5,7868,AV INTERNA - QUADRA 805 - CONJUNTO 06 - LOTE 06 - SUPERMERCADO EURO,ATIVA,,Tipo C,POINT (172856.2293526085 8237593.753227449)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa6,7869,AV INTERNA - QUADRA 805 - CONJUNTO 06 - LOTE 06 - SUPERMERCADO EURO,ATIVA,,Tipo C,POINT (172856.2293526085 8237593.753227449)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa8,6864,Av. Buriti - Quadra 602,ATIVA,ACOSTAMENTO OU BAIA,Canalete 90,POINT (172776.53295398818 8237845.533755773)
Paradas de onibus.fid-70332a8e_1869e51a008_4fa9,3928,QUADRA  801 CONJ 11 LOTE 01 AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173317.2547340584 8237508.694678256)
Paradas de onibus.fid-70332a8e_1869e51a008_4fab,3924,QUADRA 803 CONJUNTO 01 LOTE 19 AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (172967.41050106648 8237378.838380304)
Paradas de onibus.fid-70332a8e_1869e51a008_4fad,3925,QUADRA 802 CONJUNTO 02 LOTE 15 AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173191.36919315055 8237453.021900076)
Paradas de onibus.fid-70332a8e_1869e51a008_4faf,3929,QUADRA  801 CONJ 20 LOTE 24 AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173055.89337919065 8237421.055990841)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb0,3923,ENTRADA PARA QUADRA 805 ANTES DO POSTO POLICIAL AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (172827.12456276658 8237569.516853845)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb2,3930,EM FRENTE AO SUPERMERCADO VIA BOX -ANTES DA BIBLIOTECA PUBLICA AVENIDA INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (172859.33928793075 8237593.862943253)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb3,7844,QSC 19 - CHACARA 26 - CONJUNTO M - CASA 08,ATIVA,,Tipo C,POINT (171808.24866736843 8245085.443324425)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb5,4045,LADO OPOSTO A ENTRADA DO SETOR DE MANSOES TAGUATINGA AV. LESTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (171869.14308379608 8244157.322884554)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb6,4037,APOS A ENTRADA P/ O SETOR DE MANSOES TAGUATINGA AV. LESTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (171833.5650333435 8244239.877690308)
Paradas de onibus.fid-70332a8e_1869e51a008_4fb8,2579,SMPW QD. 24  CONJ. 1 APOS O LOTE 4 PARK WAY,ATIVA,SEM ESTRUTURA,Habitual,POINT (187294.7336324756 8239883.062965258)
Paradas de onibus.fid-70332a8e_1869e51a008_4fba,7708,SMPW - TRECHO 01 - QUADRA 23 - ROTAT�RIA,ATIVA,,Tipo C,POINT (187320.48807369778 8239905.336541751)
Paradas de onibus.fid-70332a8e_1869e51a008_4fbb,2586,SMPW QD. 23 LATERAL CONJ. 1 LOTE 1 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (187316.85423680878 8239896.697694954)
Paradas de onibus.fid-70332a8e_1869e51a008_4fbd,2149,SMPW TRECHO 3 A. ESPECIAL 1/2 LAR DOS VELHINHOS MARIA DE MADALENA PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (181386.9092878739 8243490.015853338)
Paradas de onibus.fid-70332a8e_1869e51a008_4fbf,2150,LADO OPOSTO O LAR DOS VELHINHOS PARK WAY,ATIVA,SEM ESTRUTURA,Tipo C,POINT (181407.02218410588 8243536.90945831)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc0,2151,SMPW QD. 1 CONJ. 4 LOTE 2 PARK WAY,ATIVA,SEM ESTRUTURA,Placa,POINT (181200.15855053367 8243719.734574708)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc2,2152,SMPW QD. 1 CONJ. 4 LOTE 8 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (180880.2151463635 8244036.378155242)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc3,2147,SMPW QD. 4 CONJ. 1-AO LADO DA ESTACAO DE TREM PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180785.0334847113 8244102.401761621)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc5,2148,SMPW QD. 2 CONJ.1 LOTE 3 - CASA DA MAE PRETA PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (181209.37654371222 8243687.746473964)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc6,7531,BR 080 - Em frene a Resid�ncia da Vendinha,ATIVA,,Tipo C,POINT (157042.72199266008 8271314.269657564)
Paradas de onibus.fid-70332a8e_1869e51a008_4fc8,7532,BR 080 - Em frente a Igreja e Posto Policial,ATIVA,,Tipo C,POINT (157598.7968679968 8280068.054990411)
Paradas de onibus.fid-70332a8e_1869e51a008_4fca,7533,BR 080 - Antes do trevo da DF 206 - Ap�s via de acesso N�cleo Residencial,ATIVA,,Tipo C,POINT (157704.67633734376 8281048.176483325)
Paradas de onibus.fid-70332a8e_1869e51a008_4fcc,7534,BR 080 - Em frente a via de acesso as propriedades rurais,ATIVA,,Tipo C,POINT (157685.34083369345 8280738.805248211)
Paradas de onibus.fid-70332a8e_1869e51a008_4fcd,1107,NUCLEO RURAL CURRALINHO DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (157053.57064744466 8276471.42819402)
Paradas de onibus.fid-70332a8e_1869e51a008_4fce,1109,NUCLEO RURAL VEREDINHA - EF RANGO BOM GOSTO DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (157015.92427093314 8271303.5164862415)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd0,1106,NUCLEO RURAL CURRALINHO - ESCOLA CURRALINHOS DF 180,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (157541.62327575864 8279979.88835106)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd1,1102,APOS POSTO POLICIAL DA PM DF 180,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (157037.5399265829 8271343.018839413)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd2,1105,NUCLEO RURAL CURRALINHO - ESCOLA CURRALINHOS DF 180,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (157553.6863538366 8279969.2171743205)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd4,1104,NUCLEO RURAL CURRALINHO DF 180,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (157067.7813949261 8276458.901496189)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd5,7007,BRT Park Way,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (183011.26572791513 8242077.979879309)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd7,7700,SMPW - TRECHO 02 - QUADRA 06 - CONJUNTO 01 - CONDOMINIO IMPERIAL,ATIVA,,Tipo C,POINT (182986.86632109928 8242257.527676662)
Paradas de onibus.fid-70332a8e_1869e51a008_4fd9,7006,BRT Park Way,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (183019.33551959004 8242076.392379309)
Paradas de onibus.fid-70332a8e_1869e51a008_4fda,2573,LADO OPOSTO A SMPW QD. 14 ENTRE CONJ. 3 E 4 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (183082.1157005311 8242107.36959761)
Paradas de onibus.fid-70332a8e_1869e51a008_4fdc,2572,Em frete a Estação ParkWay do BRT,ATIVA,SEM ESTRUTURA,Tipo C,POINT (183050.377692828 8242017.4251832245)
Paradas de onibus.fid-70332a8e_1869e51a008_4fdd,2624,SMPW - Q.06. CONJ. 01 - PASSARELA DAS LARANJEIRAS EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (182963.35604640585 8242028.474758263)
Paradas de onibus.fid-70332a8e_1869e51a008_4fdf,7896,AV INTERNA - ETAPA 1 A - QN 07 - CONJUNTO 07 - ADMINISTRA��O REGIONAL,ATIVA,,Tipo C,POINT (173723.7380602649 8239045.019976676)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe0,4010,QN 8E CONJ.04 CASA 24 INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173773.673634468 8239712.505809805)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe1,7640,AVENIDA CONTORNO - LADO OPOSTO QN 08 A,ATIVA,,Tipo C,POINT (174196.35186635476 8239162.901698666)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe3,7641,AVENIDA CONTORNO - QN 08 A - CONJUNTO 05,ATIVA,,Tipo C,POINT (174130.12635845825 8239176.226342281)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe5,7644,AVENIDA CONTORNO - QN 30 - CONJUNTO 02 - LOTE 01/04,ATIVA,,Tipo C,POINT (174223.05816408776 8239839.101084638)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe6,7645,AVENIDA CONTORNO - QN 08 F - CONJUNTO 09,ATIVA,,Tipo C,POINT (174156.45326833363 8239893.073416463)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe8,7897,AV INTERNA - ETAPA 1 A - LADO OPOSTO QN 07 - CONJUNTO 07 - ADMINISTRA��O REGIONAL,ATIVA,,Tipo C,POINT (173707.1524635463 8238998.918828373)
Paradas de onibus.fid-70332a8e_1869e51a008_4fe9,3990,R.FUNDO II - QN 07 D CONJ. 06 CASA 17 INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173849.49709113996 8239373.735282246)
Paradas de onibus.fid-70332a8e_1869e51a008_4feb,4008,R.FUNDO II - QN 08 A CONJ. 01 CASA 20 INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173932.80734261428 8239223.346010743)
Paradas de onibus.fid-70332a8e_1869e51a008_4fec,3992,R.FUNDO II - QN 07  A BLOCO A INTERNA,ATIVA,SEM ESTRUTURA,Tipo C,POINT (173725.22522274975 8239044.274340013)
Paradas de onibus.fid-70332a8e_1869e51a008_4fee,4009,R.FUNDO II - QN 08 C CONJ. 03 LOTE 41 INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173854.04287948238 8239464.368092652)
Paradas de onibus.fid-70332a8e_1869e51a008_4fef,3988,R.FUNDO II - QN 07 F CONJ. 07 CASA 40 INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173757.09774551349 8239670.290024673)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff1,3991,R.FUNDO II - QN 07B APOS ENTRADAS PARA QUADRAS INTERNAS INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173910.9502565512 8239174.754019087)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff3,4007,R.FUNDO II - LADO OPOSTO A QN 07A - EM FRENTE A EMBRAPA INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173692.76002075378 8238997.000127956)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff4,7875,DF 001 - QUADRA 200 - CONJUNTO 05,ATIVA,,Tipo C,POINT (173033.77727343043 8239195.784281684)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff5,7998,"– AVENIDA N2, QN 10, Riacho Fundo II - em frente ao Restaurante Comunitário.",ATIVA,,Tipo C,POINT (173318.96072340908 8239772.638875718)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff7,3794,QUADRA 200 - SENTIDO GAMA DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173034.08331087715 8239196.03998508)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff8,4016,R.FUNDO II - QN 09 A CONJ. 02 - EM FRENTE A ASPROMERF INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (173202.71575621376 8239735.638100946)
Paradas de onibus.fid-70332a8e_1869e51a008_4ff9,3821,LADO OPOSTO QUADRA 200 DO RECANTO DAS EMAS DF - 001,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (173099.55578407337 8239137.4517476065)
Paradas de onibus.fid-70332a8e_1869e51a008_4ffb,2492,LADO OPOSTO AO HFAB EPAR,ATIVA,SEM ESTRUTURA,Habitual,POINT (189142.35027083385 8243381.16587351)
Paradas de onibus.fid-70332a8e_1869e51a008_4ffc,2491,EM FRENTE ENTRADA CCTAB EPAR,ATIVA,SEM ESTRUTURA,Placa,POINT (188966.7400914595 8242929.8253142815)
Paradas de onibus.fid-70332a8e_1869e51a008_4ffe,2493,LADO OPOSTO ENTRADA CCTAB EPAR,ATIVA,SEM ESTRUTURA,Padrão,POINT (188976.15373654963 8242956.969856637)
Paradas de onibus.fid-70332a8e_1869e51a008_4fff,1209,LADO OPOSTO A CH. ESTRELA DALVA CJ.A CH. 05 DFF 220,ATIVA,SEM ESTRUTURA,Tipo C,POINT (162823.64425192782 8272802.811243695)
Paradas de onibus.fid-70332a8e_1869e51a008_5001,1207,LADO OPOSTO AO Q. 42 A CJ. A DFF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (163366.29112266234 8272887.969553226)
Paradas de onibus.fid-70332a8e_1869e51a008_5002,1210,EM FRENTE A CH. ESTRELA DALVA CJ. A CH.05 DFF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (162810.23620650938 8272787.289788746)
Paradas de onibus.fid-70332a8e_1869e51a008_5004,1202,EM FRENTE A CH. SANTA CRUZ CJ B. CH. 3 DF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (165119.2308933183 8273142.604139893)
Paradas de onibus.fid-70332a8e_1869e51a008_5005,1204,LADO OPOSTO ASSOC. PRODUTORES RURAIS - NOVO HORIZONTE/BETINHO DF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (164701.07442861184 8273084.084059026)
Paradas de onibus.fid-70332a8e_1869e51a008_5007,1208,EM FRENTE A Q. 42A CJ. A DFF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (163364.45782630477 8272872.336530622)
Paradas de onibus.fid-70332a8e_1869e51a008_5008,1206,RADIOBRAS DFF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (164144.59842949183 8272998.981539244)
Paradas de onibus.fid-70332a8e_1869e51a008_5009,1205,LADO OPOSTO A RADIOBRAS DFF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (164160.03066344798 8273010.475320954)
Paradas de onibus.fid-70332a8e_1869e51a008_500b,1203,LADO OPOSTO ASSOC. PRODUTORES RURAIS - NOVO HORIZONTE/BETINHO DF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (164722.04458739984 8273100.145557298)
Paradas de onibus.fid-70332a8e_1869e51a008_500c,1201,LADO OPOSTO A CH. SANTA CRUZ CJ. B CH.3 DF 220,ATIVA,SEM ESTRUTURA,Habitual,POINT (165130.98851209338 8273164.913052598)
Paradas de onibus.fid-70332a8e_1869e51a008_500d,2376,FINAL DO PARQUE DE EXP. DA GRANJA DO TORTO. ANTES DA VILA DOS TECNICOS ACESSO AO TORTO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (187810.20351045585 8262086.050652958)
Paradas de onibus.fid-70332a8e_1869e51a008_5016,2380,VILA WESLIAM  - ANTES ENTRADA CENTRO COMUNITARIO (P. EXPOSICOES TORTO) ACESSO AO TORTO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (187844.11147122653 8261368.154581186)
Paradas de onibus.fid-70332a8e_1869e51a008_5017,2382,SEGUNDA ENTRADA TORTO LIGACAO TORTO-DF 003,ATIVA,SEM ESTRUTURA,Placa,POINT (187970.7626765601 8260762.090336126)
Paradas de onibus.fid-70332a8e_1869e51a008_5018,2381,SEGUNDA SAIDA TORTO LIGACAO TORTO-DF 003,ATIVA,SEM ESTRUTURA,Padrão,POINT (187931.54961842296 8260789.197066463)
Paradas de onibus.fid-70332a8e_1869e51a008_501a,2379,APOS ESCOLA DE EQUOTERAPIA E ANTES ESCOLA CLASSE DO TORTO ACESSO AO TORTO,ATIVA,SEM ESTRUTURA,Habitual,POINT (187875.31480539835 8261471.939744154)
Paradas de onibus.fid-70332a8e_1869e51a008_501b,2377,PROXIMO AO PARQUE DE EXPOSICOES DA GRANJA DO TORTO ACESSO AO TORTO,ATIVA,SEM ESTRUTURA,Habitual,POINT (187800.983431558 8261683.380009473)
Paradas de onibus.fid-70332a8e_1869e51a008_501d,2375,AO LADO DO FRIGORIFICO FRISUL - LADO OPOSTO A VILA DOS OPERARIOS TORTO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (188045.9972907565 8261959.207819943)
Paradas de onibus.fid-70332a8e_1869e51a008_501e,6285,Setor Residencial Granja do Torto - Conjunto L - Balão Rua Weslian Roriz,ATIVA,SEM ESTRUTURA,Padrão,POINT (187951.96735683386 8261001.065134412)
Paradas de onibus.fid-70332a8e_1869e51a008_5020,2378,LADO OPOSTO A VILA WESLIAN. ANTES DO BALAO TORTO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (187905.48975475034 8261067.297630528)
Paradas de onibus.fid-70332a8e_1869e51a008_5021,2611,SMPW QD. 15 CONJ. 02 LOTE 7 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (183998.1933454652 8239751.284407363)
Paradas de onibus.fid-70332a8e_1869e51a008_5022,2574,LADO OPOSTO A SMPW QD. 14 CONJ. 5 LOTE 2 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (183698.620438101 8241262.427043839)
Paradas de onibus.fid-70332a8e_1869e51a008_5023,2575,LADO OPOSTO A SMPW QD. 14 CONJ. 5 LOTE 9 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (184004.52509648883 8240700.944173254)
Paradas de onibus.fid-70332a8e_1869e51a008_5025,2591,SMPW QD. 15 CONJ.01 LOTE 6 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (184011.5352698411 8239801.772540981)
Paradas de onibus.fid-70332a8e_1869e51a008_5026,2592,SMPW QD. 15 CONJ. 3 LOTE 4 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (183898.88411840872 8239249.368172937)
Paradas de onibus.fid-70332a8e_1869e51a008_5028,2600,SMPW QD. 16 CONJ. 3 LOTE 3 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (184555.42867597134 8239090.222979006)
Paradas de onibus.fid-70332a8e_1869e51a008_5029,2614,SMPW QD. 14 CONJ. 5 LOTE 7 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (183990.54558998317 8240775.513340051)
Paradas de onibus.fid-70332a8e_1869e51a008_502a,2601,SMPW QD. 16 CONJ. 1 LOTE 6 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (184615.81564391975 8239401.461580487)
Paradas de onibus.fid-70332a8e_1869e51a008_502c,2602,SMPW QD. 16 CONJ. 1 LOTE 3 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (184673.21129661135 8239681.729569087)
Paradas de onibus.fid-70332a8e_1869e51a008_502d,2610,SMPW QD. 15 CONJ. 4 LOTE 3 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (183913.74400130898 8239223.449677627)
Paradas de onibus.fid-70332a8e_1869e51a008_502e,2615,SMPW QD. 14 CONJ. 5 LOTE 2 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (183697.49661649932 8241295.571718014)
Paradas de onibus.fid-70332a8e_1869e51a008_5030,6277,Rua 01 / Rua 17 - Próximo a Igreja Presbiteriana Vila Telebrasília,ATIVA,SEM ESTRUTURA,Placa,POINT (186841.73928417286 8245767.4954742035)
Paradas de onibus.fid-70332a8e_1869e51a008_5031,2477,SHIS QL 6 APOS ENTRADA CONJUNTO 5 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188770.16267247402 8245652.805831513)
Paradas de onibus.fid-70332a8e_1869e51a008_5033,2478,SHIS QL 06 ANTES DA ENTRADA DO CONJUNTO 1 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (188356.77380695613 8245502.253000107)
Paradas de onibus.fid-70332a8e_1869e51a008_5034,2509,SHIS QI 5 ANTES DA ENTRADA CONJUNTO 19 E 20 EPDB,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (189414.38637259637 8245829.9012122555)
Paradas de onibus.fid-70332a8e_1869e51a008_5036,2554,QI 5 APOS ENTRADA CHACARA 01 A 06 EM FRENTE CRECHE N.S.DA PIEDADE INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (188968.02270632144 8245236.2903050445)
Paradas de onibus.fid-70332a8e_1869e51a008_5037,7688,AVENIDA PAU BRASIL - QUADRA 207/208 - ESTACIONAMENTO TRE,ATIVA,,Tipo C,POINT (175758.0679271248 8245897.399289684)
Paradas de onibus.fid-70332a8e_1869e51a008_5039,7689,AVENIDA VEREDA DA CRUZ - CONJUNTO 06 - CH�CARA 33,ATIVA,,Tipo C,POINT (175568.81912803615 8245266.497950541)
Paradas de onibus.fid-70332a8e_1869e51a008_503a,7690,AVENIDA VEREDA DA CRUZ - CH�CARA 471 - LAVA JATO,ATIVA,,Tipo C,POINT (175474.78050736262 8245044.376820586)
Paradas de onibus.fid-70332a8e_1869e51a008_503b,7691,AREAL - QS 05 - LOTE 02,ATIVA,,Tipo C,POINT (175422.0333336598 8244584.367039096)
Paradas de onibus.fid-70332a8e_1869e51a008_503d,7692,AVENIDA �GUAS CLARAS - SERRALHERIA,ATIVA,,Tipo C,POINT (175566.71733685 8244329.033107543)
Paradas de onibus.fid-70332a8e_1869e51a008_503e,5349,CH 434 AV AGUAS CLARAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (175329.3615259873 8244891.11872389)
Paradas de onibus.fid-70332a8e_1869e51a008_503f,5330,AREAL - QS 5 RUA 300 LOTE 5 AV AGUAS CLARAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175298.3487871613 8244882.660072423)
Paradas de onibus.fid-70332a8e_1869e51a008_5041,5331,AREAL - QS 5 VIA 300 LOTE 11 - ANTES DA ARCON AV AGUAS CLARAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175423.81675965292 8244584.573206246)
